Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód MOP;Název MOP;Kód části obce;Název části obce;Kód ulice;Název ulice;Typ SO;Číslo domovní;Číslo orientační;Znak čísla orientačního;PSČ;Souřadnice Y;Souřadnice X;Platí Od
17444373;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;1;;;50723;684386.77;1019544.23;2013-12-01T00:00:00
17444381;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;2;;;50723;684361.18;1019551.52;2013-12-01T00:00:00
17444390;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;3;;;50723;684337.58;1019554.31;2013-12-01T00:00:00
17444403;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;4;;;50723;684313.31;1019553.91;2013-12-01T00:00:00
17444411;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;5;;;50723;684304.98;1019560.71;2013-12-01T00:00:00
17444420;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;6;;;50723;684257.89;1019492.65;2013-12-01T00:00:00
17444438;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;7;;;50723;684261.67;1019582.20;2013-12-01T00:00:00
17444446;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;8;;;50723;684248.97;1019311.12;2013-12-01T00:00:00
17444454;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;9;;;50723;684279.06;1019272.76;2013-12-01T00:00:00
17444462;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;10;;;50723;684284.24;1019254.62;2013-12-01T00:00:00
17444471;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;11;;;50723;684284.72;1019236.70;2013-12-01T00:00:00
17444489;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;12;;;50723;684286.67;1019217.77;2013-12-01T00:00:00
17444497;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;13;;;50723;684312.79;1019200.89;2013-12-01T00:00:00
17444519;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;15;;;50723;684280.07;1019145.82;2013-12-01T00:00:00
17444527;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;16;;;50723;684272.84;1019101.79;2013-12-01T00:00:00
17444535;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;17;;;50723;684274.01;1019058.32;2013-12-01T00:00:00
17444543;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;18;;;50723;684267.67;1019028.26;2013-12-01T00:00:00
17444551;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;19;;;50723;684273.66;1018985.99;2013-12-01T00:00:00
17444560;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;20;;;50723;684281.27;1018918.39;2013-12-01T00:00:00
17444578;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;21;;;50723;684275.84;1018964.75;2013-12-01T00:00:00
17444586;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;22;;;50723;684256.29;1019629.66;2013-12-01T00:00:00
17444594;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;24;;;50723;684236.73;1019071.34;2013-12-01T00:00:00
17444608;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;25;;;50723;684294.54;1019627.29;2013-12-01T00:00:00
17444616;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;26;;;50723;684274.54;1019668.50;2013-12-01T00:00:00
17444624;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;27;;;50723;684271.66;1019644.71;2013-12-01T00:00:00
17444632;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;28;;;50723;684269.84;1019610.90;2013-12-01T00:00:00
17444641;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;29;;;50723;684298.19;1019661.21;2013-12-01T00:00:00
17444659;573108;Libáň;;;;;81663;Kozodírky;;;č.p.;30;;;50723;684263.16;1019014.32;2013-12-01T00:00:00
17444667;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;1;;;50723;682126.96;1018736.35;2013-12-01T00:00:00
17444675;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;2;;;50723;682160.67;1018717.14;2013-12-01T00:00:00
17444683;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;3;;;50723;682189.21;1018709.12;2013-12-01T00:00:00
17444691;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;4;;;50723;682209.65;1018703.91;2013-12-01T00:00:00
17444705;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;5;;;50723;682223.49;1018700.15;2013-12-01T00:00:00
17444713;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;6;;;50723;682246.16;1018693.92;2013-12-01T00:00:00
17444721;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;7;;;50723;682291.41;1018693.38;2013-12-01T00:00:00
17444730;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;8;;;50723;682329.56;1018705.21;2013-12-01T00:00:00
17444748;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;9;;;50723;682328.75;1018713.38;2013-12-01T00:00:00
17444756;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;10;;;50723;682325.28;1018726.62;2013-12-01T00:00:00
17444764;573108;Libáň;;;;;81671;Libáň;166031;Školní;č.p.;11;;;50723;682247.68;1018784.47;2013-12-01T00:00:00
17444772;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;12;;;50723;682337.55;1018762.30;2013-12-01T00:00:00
17444781;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;13;;;50723;682351.14;1018766.00;2013-12-01T00:00:00
17444799;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;14;;;50723;682364.39;1018770.49;2013-12-01T00:00:00
17444802;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;15;;;50723;682378.45;1018774.73;2013-12-01T00:00:00
17444811;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;16;;;50723;682392.41;1018779.29;2013-12-01T00:00:00
17444829;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;17;;;50723;682410.83;1018782.11;2015-01-07T00:00:00
17444837;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;18;;;50723;682457.27;1018468.00;2013-12-01T00:00:00
17444845;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;19;;;50723;682414.67;1018868.24;2013-12-01T00:00:00
17444853;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;20;;;50723;682431.13;1018891.17;2013-12-01T00:00:00
17444861;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;21;;;50723;682435.64;1018904.85;2013-12-01T00:00:00
17444870;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;22;;;50723;682441.67;1018922.93;2013-12-01T00:00:00
17444888;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;23;;;50723;682019.35;1018650.76;2013-12-01T00:00:00
17444896;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;24;;;50723;682470.53;1018942.37;2013-12-01T00:00:00
17444900;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;25;;;50723;682465.85;1018931.75;2013-12-01T00:00:00
17444918;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;26;;;50723;682455.45;1018896.91;2013-12-01T00:00:00
17444926;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;27;;;50723;682450.48;1018885.97;2013-12-01T00:00:00
17444934;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;28;;;50723;682444.39;1018864.50;2013-12-01T00:00:00
17444942;573108;Libáň;;;;;81671;Libáň;166138;Smutná;č.p.;29;;;50723;682471.49;1018863.69;2013-12-01T00:00:00
17444951;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;30;;;50723;681617.94;1018430.15;2013-12-01T00:00:00
17444969;573108;Libáň;;;;;81671;Libáň;166138;Smutná;č.p.;31;;;50723;682473.22;1018834.16;2013-12-01T00:00:00
17444977;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;32;;;50723;682442.65;1018837.58;2013-12-01T00:00:00
17444985;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;33;;;50723;682435.06;1018808.11;2013-12-01T00:00:00
17444993;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;34;;;50723;682432.49;1018785.19;2013-12-01T00:00:00
17445001;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;35;;;50723;682435.02;1018770.56;2015-01-07T00:00:00
17445019;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;36;;;50723;682440.13;1018748.56;2015-01-07T00:00:00
17445027;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;37;;;50723;682449.90;1018734.63;2013-12-01T00:00:00
17445035;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;38;;;50723;682488.49;1018715.39;2013-12-01T00:00:00
17445043;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;40;;;50723;682478.07;1018691.70;2013-12-01T00:00:00
17445051;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;41;;;50723;682497.03;1018656.03;2013-12-01T00:00:00
17445060;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;42;;;50723;682514.65;1018632.93;2013-12-01T00:00:00
17445078;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;43;;;50723;682531.01;1018611.30;2013-12-01T00:00:00
17445086;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;44;;;50723;682527.84;1018554.97;2013-12-01T00:00:00
17445094;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;45;;;50723;682524.94;1018576.50;2013-12-01T00:00:00
17445108;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;46;;;50723;682073.03;1019697.22;2013-12-01T00:00:00
17445116;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;47;;;50723;682509.39;1018608.88;2013-12-01T00:00:00
17445124;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;48;;;50723;682488.34;1018633.47;2013-12-01T00:00:00
17445132;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;49;;;50723;682489.83;1018611.12;2013-12-01T00:00:00
17445141;573108;Libáň;;;;;81671;Libáň;166138;Smutná;č.p.;50;;;50723;682714.80;1018936.84;2013-12-01T00:00:00
17445159;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;51;;;50723;682485.13;1018534.25;2013-12-01T00:00:00
17445167;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;52;;;50723;682489.86;1018513.78;2013-12-01T00:00:00
17445175;573108;Libáň;;;;;81671;Libáň;165981;Cukrovar;č.p.;53;;;50723;681678.24;1018803.18;2015-01-07T00:00:00
17445183;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;54;;;50723;682481.94;1018470.30;2013-12-01T00:00:00
17445191;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;55;;;50723;682481.89;1018459.42;2013-12-01T00:00:00
17445205;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;56;;;50723;682462.78;1018515.37;2013-12-01T00:00:00
17445221;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;58;;;50723;682464.36;1018551.25;2013-12-01T00:00:00
17445230;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;59;;;50723;682469.95;1018593.14;2013-12-01T00:00:00
17445248;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;60;;;50723;682468.64;1018607.11;2013-12-01T00:00:00
17445272;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;64;;;50723;682403.14;1018693.28;2013-12-01T00:00:00
17445299;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;66;;;50723;682383.01;1018701.65;2013-12-01T00:00:00
17445302;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;67;;;50723;682374.34;1018698.27;2013-12-01T00:00:00
17445311;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;68;;;50723;682362.95;1018693.29;2013-12-01T00:00:00
17445329;573108;Libáň;;;;;81671;Libáň;166111;náměstí Svobody;č.p.;69;;;50723;682350.59;1018686.73;2013-12-01T00:00:00
17445337;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;70;;;50723;682337.67;1018680.01;2013-12-01T00:00:00
17445345;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;71;;;50723;682322.90;1018676.43;2013-12-01T00:00:00
17445353;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;72;;;50723;682306.17;1018671.48;2013-12-01T00:00:00
17445361;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;73;;;50723;682278.39;1018667.93;2013-12-01T00:00:00
17445370;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;74;;;50723;682263.41;1018668.28;2013-12-01T00:00:00
17445388;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;75;;;50723;682241.42;1018667.61;2015-01-07T00:00:00
17445400;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;77;;;50723;682223.56;1018641.65;2013-12-01T00:00:00
17445418;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;78;;;50723;682207.00;1018618.19;2013-12-01T00:00:00
17445426;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;80;;;50723;682662.49;1018415.42;2013-12-01T00:00:00
17445434;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;81;;;50723;682167.67;1018549.66;2013-12-01T00:00:00
17445442;573108;Libáň;;;;;81671;Libáň;721531;Sportovní;č.p.;82;;;50723;682139.43;1018510.13;2013-12-01T00:00:00
17445451;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;83;;;50723;682147.27;1018538.31;2013-12-01T00:00:00
17445469;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;84;;;50723;682133.04;1018591.77;2013-12-01T00:00:00
17445477;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;85;;;50723;682145.73;1018565.37;2013-12-01T00:00:00
17445485;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;86;;;50723;682159.57;1018573.58;2013-12-01T00:00:00
17445493;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;87;;;50723;682170.17;1018590.42;2013-12-01T00:00:00
17445507;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;88;;;50723;682174.77;1018596.88;2013-12-01T00:00:00
17445515;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;89;;;50723;682183.07;1018615.67;2013-12-01T00:00:00
17445531;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;91;;;50723;682218.18;1018673.69;2015-01-07T00:00:00
17445540;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;92;;;50723;682188.68;1018681.68;2013-12-01T00:00:00
17445558;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;93;;;50723;682179.32;1018684.49;2013-12-01T00:00:00
17445566;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;94;;;50723;682160.00;1018690.32;2013-12-01T00:00:00
17445582;573108;Libáň;;;;;81671;Libáň;165964;T. G. Masaryka;č.p.;96;;;50723;682142.14;1018697.29;2013-12-01T00:00:00
17445591;573108;Libáň;;;;;81671;Libáň;166146;Tyršova;č.p.;97;;;50723;681897.46;1018592.01;2013-12-01T00:00:00
17445604;573108;Libáň;;;;;81671;Libáň;721531;Sportovní;č.p.;98;;;50723;682023.87;1018344.41;2013-12-01T00:00:00
17445612;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;99;;;50723;682024.93;1018631.74;2013-12-01T00:00:00
17445621;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;100;;;50723;682439.33;1018351.03;2013-12-01T00:00:00
17445639;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;101;;;50723;682452.98;1018367.23;2013-12-01T00:00:00
17445647;573108;Libáň;;;;;81671;Libáň;165972;Boženy Němcové;č.p.;102;;;50723;682070.67;1018701.82;2013-12-01T00:00:00
17445655;573108;Libáň;;;;;81671;Libáň;165972;Boženy Němcové;č.p.;103;;;50723;682084.69;1018680.88;2013-12-01T00:00:00
17445663;573108;Libáň;;;;;81671;Libáň;165972;Boženy Němcové;č.p.;104;;;50723;682101.86;1018661.64;2013-12-01T00:00:00
17445671;573108;Libáň;;;;;81671;Libáň;165972;Boženy Němcové;č.p.;105;;;50723;682113.75;1018650.89;2013-12-01T00:00:00
17445680;573108;Libáň;;;;;81671;Libáň;165999;Českých bratří;č.p.;106;;;50723;682644.81;1018398.37;2013-12-01T00:00:00
17445698;573108;Libáň;;;;;81671;Libáň;165972;Boženy Němcové;č.p.;107;;;50723;682070.91;1018667.17;2013-12-01T00:00:00
17445701;573108;Libáň;;;;;81671;Libáň;165972;Boženy Němcové;č.p.;108;;;50723;682109.24;1018656.09;2013-12-01T00:00:00
17445728;573108;Libáň;;;;;81671;Libáň;165972;Boženy Němcové;č.p.;110;;;50723;682096.45;1018615.25;2013-12-01T00:00:00
17445736;573108;Libáň;;;;;81671;Libáň;165972;Boženy Němcové;č.p.;111;;;50723;682095.78;1018607.19;2013-12-01T00:00:00
17445744;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;113;;;50723;682076.62;1018559.57;2013-12-01T00:00:00
17445761;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;115;;;50723;682065.54;1018592.95;2013-12-01T00:00:00
17445779;573108;Libáň;;;;;81671;Libáň;166103;Na Ženichově;č.p.;116;;;50723;682059.05;1018612.01;2013-12-01T00:00:00
17445787;573108;Libáň;;;;;81671;Libáň;165972;Boženy Němcové;č.p.;117;;;50723;682067.56;1018633.41;2013-12-01T00:00:00
17445795;573108;Libáň;;;;;81671;Libáň;165972;Boženy Němcové;č.p.;118;;;50723;682059.97;1018651.39;2013-12-01T00:00:00
17445809;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;120;;;50723;682064.96;1018742.15;2013-12-01T00:00:00
17445833;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;123;;;50723;682038.40;1018794.91;2015-01-07T00:00:00
17445841;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;124;;;50723;682049.61;1018815.49;2015-01-07T00:00:00
17445868;573108;Libáň;;;;;81671;Libáň;166049;Komenského;č.p.;127;;;50723;681989.05;1018491.83;2013-12-01T00:00:00
17445876;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;128;;;50723;682102.36;1018821.03;2013-12-01T00:00:00
17445884;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;129;;;50723;682072.85;1018835.07;2015-01-07T00:00:00
17445906;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;131;;;50723;682121.89;1018843.79;2013-12-01T00:00:00
17445914;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;132;;;50723;682132.99;1018855.23;2013-12-01T00:00:00
17445922;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;133;;;50723;682145.33;1018879.48;2013-12-01T00:00:00
17445931;573108;Libáň;;;;;81671;Libáň;166006;Dukelská;č.p.;134;;;50723;681801.61;1018856.38;2013-12-01T00:00:00
17445949;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;135;;;50723;682145.55;1018926.97;2015-01-07T00:00:00
17445957;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;136;;;50723;682176.27;1018948.17;2013-12-01T00:00:00
17445965;573108;Libáň;;;;;81671;Libáň;166057;Lindnerova;č.p.;137;;;50723;682496.90;1019107.95;2013-12-01T00:00:00
17445973;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;138;;;50723;682200.17;1018984.56;2013-12-01T00:00:00
17445981;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;139;;;50723;682206.21;1019003.92;2013-12-01T00:00:00
17445990;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;140;;;50723;682207.63;1019017.80;2013-12-01T00:00:00
17446007;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;141;;;50723;682207.33;1019038.16;2013-12-01T00:00:00
17446015;573108;Libáň;;;;;81671;Libáň;166022;Jiráskova;č.p.;142;;;50723;682208.75;1019054.89;2013-12-01T00:00:00
17446023;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;143;;;50723;682204.93;1019070.11;2013-12-01T00:00:00
17446031;573108;Libáň;;;;;81671;Libáň;166120;Jičínská;č.p.;144;;;50723;682469.92;1018715.59;2013-12-01T00:00:00
17446040;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;145;;;50723;682168.04;1019261.99;2013-12-01T00:00:00
17446058;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;146;;;50723;682157.60;1019279.18;2013-12-01T00:00:00
17446066;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;147;;;50723;682179.11;1019175.65;2013-12-01T00:00:00
17446074;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;148;;;50723;682174.17;1019191.94;2013-12-01T00:00:00
17446082;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;149;;;50723;682175.39;1019211.79;2013-12-01T00:00:00
17446091;573108;Libáň;;;;;81671;Libáň;166014;Emlerova;č.p.;150;;;50723;682184.71;1019231.46;2013-12-01T00:00:00
